tenure,Contract_Two year,TenureServicesScore,InternetType,Fiber_Monthly,InternetService_Fiber optic,IsNewCustomer,IsLongCustomer,MonthlyCharges,PaymentMethod_Electronic check,InternetService_No,Contract_One year,Partner,OnlineSecurity,PaperlessBilling,OnlineBackup,TotalServicesCount,AutomaticPayment,TechSupport,Dependents,PaymentMethod_Credit card (automatic),StreamingTV,SeniorCitizen,DeviceProtection,MultipleLines_Yes,StreamingMovies,Churn
8,1,8.0,0,0.0,0,0,0,19.85,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
34,1,170.0,1,0.0,0,0,1,67.65,0,0,0,0,1.0,0,0.0,5.0,1,1.0,1,1,1.0,0,1.0,0,0.0,0
6,0,12.0,1,0.0,0,0,0,45.0,0,0,0,0,0.0,0,0.0,2.0,1,0.0,0,1,1.0,0,0.0,0,1.0,0
2,0,8.0,1,0.0,0,1,0,64.2,0,0,0,1,0.0,1,1.0,4.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
31,0,93.0,2,81.7,1,0,1,81.7,0,0,1,0,0.0,0,0.0,3.0,1,1.0,0,1,0.0,0,0.0,1,0.0,0
20,0,40.0,0,0.0,0,0,0,25.55,0,1,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
1,0,1.0,0,0.0,0,1,0,20.0,1,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
62,0,310.0,2,96.75,1,0,1,96.75,1,0,1,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,0,1.0,1,1.0,1
70,1,140.0,2,75.65,1,0,1,75.65,0,0,0,1,0.0,1,0.0,2.0,1,0.0,0,1,0.0,1,0.0,1,0.0,0
10,0,50.0,2,98.5,1,0,0,98.5,1,0,0,0,0.0,1,0.0,5.0,0,1.0,0,0,1.0,0,0.0,1,1.0,1
39,1,78.0,0,0.0,0,0,1,23.8,0,1,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
46,1,184.0,1,0.0,0,0,1,64.2,0,0,0,1,0.0,1,1.0,4.0,1,1.0,0,1,1.0,0,0.0,0,0.0,0
6,0,18.0,2,85.35,1,0,0,85.35,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,1.0,0,0.0,0,0.0,1
72,1,360.0,1,0.0,0,0,1,76.8,0,0,0,1,0.0,1,0.0,5.0,0,0.0,1,0,1.0,0,1.0,1,1.0,0
18,0,54.0,1,0.0,0,0,0,55.2,0,0,0,0,0.0,0,0.0,3.0,1,1.0,0,1,0.0,0,1.0,0,0.0,0
71,1,497.0,2,108.55,1,0,1,108.55,0,0,0,1,1.0,1,0.0,7.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
40,0,200.0,2,101.3,1,0,1,101.3,1,0,0,1,0.0,1,1.0,5.0,0,0.0,0,0,1.0,0,0.0,1,1.0,1
1,0,1.0,2,69.55,1,1,0,69.55,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
58,0,348.0,2,103.25,1,0,1,103.25,0,0,1,0,0.0,1,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,1
70,1,420.0,2,104.0,1,0,1,104.0,0,0,0,0,1.0,1,0.0,6.0,1,1.0,0,1,1.0,0,0.0,1,1.0,1
42,1,84.0,0,0.0,0,0,1,25.25,1,1,0,1,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
34,0,34.0,1,0.0,0,0,1,30.4,0,0,1,1,1.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
5,0,5.0,0,0.0,0,1,0,20.05,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
25,0,75.0,2,84.6,1,0,1,84.6,0,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,0,0.0,1,0.0,0
2,0,6.0,2,86.2,1,1,0,86.2,0,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,0.0,0,1.0,0,1.0,1
55,0,330.0,2,103.7,1,0,1,103.7,0,0,1,1,0.0,1,1.0,6.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
21,0,147.0,2,111.2,1,0,0,111.2,1,0,0,1,0.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,1
70,1,350.0,2,88.0,1,0,1,88.0,0,0,0,1,1.0,1,1.0,5.0,1,1.0,0,1,0.0,0,0.0,1,0.0,0
61,0,366.0,2,106.35,1,0,1,106.35,1,0,0,1,0.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
43,1,258.0,1,0.0,0,0,1,79.15,0,0,0,1,1.0,1,0.0,6.0,1,1.0,1,1,1.0,0,1.0,0,1.0,0
47,0,282.0,2,103.1,1,0,1,103.1,1,0,1,0,0.0,1,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,0
5,0,20.0,1,0.0,0,1,0,63.95,0,0,0,0,0.0,1,0.0,4.0,1,1.0,0,1,1.0,0,1.0,0,0.0,0
62,1,124.0,0,0.0,0,0,1,25.8,0,1,0,0,0.0,1,0.0,2.0,1,0.0,0,1,0.0,0,0.0,1,0.0,0
16,0,64.0,2,89.45,1,0,0,89.45,0,0,0,1,0.0,1,1.0,4.0,1,0.0,1,1,1.0,0,1.0,0,0.0,1
7,0,28.0,2,95.6,1,0,0,95.6,0,0,0,1,0.0,1,0.0,4.0,0,0.0,0,0,1.0,1,0.0,1,1.0,1
14,0,28.0,0,0.0,0,0,0,25.55,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
60,0,240.0,2,90.95,1,0,1,90.95,1,0,1,1,0.0,0,1.0,4.0,0,0.0,1,0,1.0,0,1.0,0,0.0,1
34,0,102.0,1,0.0,0,0,1,44.85,1,0,0,1,0.0,1,0.0,3.0,0,1.0,1,0,1.0,0,1.0,0,0.0,0
50,0,350.0,2,108.55,1,0,1,108.55,1,0,1,1,1.0,0,1.0,7.0,0,1.0,0,0,1.0,0,0.0,1,1.0,1
38,1,76.0,0,0.0,0,0,1,25.05,0,1,0,1,0.0,0,0.0,2.0,1,0.0,1,1,0.0,0,0.0,1,0.0,0
70,0,420.0,1,0.0,0,0,1,74.1,0,0,1,1,1.0,0,1.0,6.0,1,1.0,1,1,0.0,0,1.0,0,1.0,0
37,0,148.0,2,88.8,1,0,1,88.8,1,0,0,1,0.0,1,1.0,4.0,0,0.0,1,0,1.0,0,0.0,1,0.0,0
4,0,8.0,2,78.85,1,1,0,78.85,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,1,0.0,0,0.0,1
60,0,300.0,2,93.25,1,0,1,93.25,1,0,0,1,1.0,1,1.0,5.0,0,0.0,1,0,0.0,1,0.0,1,1.0,0
62,0,310.0,1,0.0,0,0,1,71.4,0,0,1,1,1.0,0,0.0,5.0,1,1.0,1,1,0.0,0,1.0,0,1.0,0
1,0,1.0,1,0.0,0,1,0,44.4,0,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
36,0,216.0,1,0.0,0,0,1,79.2,0,0,0,0,1.0,1,0.0,6.0,1,1.0,0,1,1.0,0,1.0,0,1.0,0
44,1,44.0,0,0.0,0,0,1,20.4,0,1,0,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
55,0,275.0,2,100.0,1,0,1,100.0,1,0,1,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
72,1,432.0,2,105.0,1,0,1,105.0,0,0,0,1,1.0,1,0.0,6.0,1,0.0,0,1,1.0,0,1.0,1,1.0,0
12,0,12.0,0,0.0,0,0,0,19.8,0,1,1,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,1
13,0,13.0,1,0.0,0,0,0,30.85,0,0,0,0,1.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
1,0,3.0,2,89.9,1,1,0,89.9,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
15,0,15.0,0,0.0,0,0,0,20.55,0,1,1,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
65,1,455.0,1,0.0,0,0,1,84.85,0,0,0,0,1.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
12,0,24.0,1,0.0,0,0,0,33.15,0,0,1,1,1.0,0,0.0,2.0,1,1.0,1,1,0.0,0,0.0,0,0.0,0
72,1,576.0,1,0.0,0,0,1,92.0,0,0,0,1,1.0,1,1.0,8.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
72,1,576.0,1,0.0,0,0,1,89.8,0,0,0,1,1.0,0,1.0,8.0,1,1.0,1,1,1.0,0,1.0,1,1.0,0
72,1,576.0,2,115.8,1,0,1,115.8,0,0,0,1,1.0,1,1.0,8.0,0,1.0,1,0,1.0,0,1.0,1,1.0,0
52,1,364.0,1,0.0,0,0,1,85.15,0,0,0,0,1.0,1,1.0,7.0,0,1.0,1,0,1.0,0,0.0,1,1.0,0
2,0,4.0,0,0.0,0,1,0,24.85,0,1,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
5,0,20.0,1,0.0,0,1,0,64.35,1,0,0,0,1.0,1,0.0,4.0,0,1.0,0,0,1.0,0,0.0,0,0.0,0
68,1,68.0,0,0.0,0,0,1,20.5,0,1,0,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
62,0,310.0,2,100.15,1,0,1,100.15,1,0,1,0,0.0,1,0.0,5.0,0,0.0,1,0,1.0,0,1.0,1,1.0,1
72,1,504.0,1,0.0,0,0,1,86.05,0,0,0,0,1.0,0,1.0,7.0,1,1.0,0,1,1.0,0,0.0,1,1.0,0
1,0,2.0,1,0.0,0,1,0,50.8,1,0,0,0,0.0,0,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
66,0,330.0,2,89.0,1,0,1,89.0,1,0,1,1,1.0,0,1.0,5.0,0,1.0,0,0,0.0,0,0.0,1,0.0,0
72,1,432.0,1,0.0,0,0,1,64.8,0,0,0,1,1.0,1,1.0,6.0,1,1.0,1,1,1.0,0,1.0,0,1.0,0
26,0,26.0,0,0.0,0,0,1,19.8,0,1,1,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
64,1,320.0,2,93.4,1,0,1,93.4,0,0,0,1,1.0,0,0.0,5.0,0,0.0,1,0,0.0,0,1.0,1,1.0,0
20,0,40.0,2,73.65,1,0,0,73.65,1,0,0,1,0.0,1,1.0,2.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
3,0,12.0,2,95.1,1,1,0,95.1,1,0,0,0,0.0,1,1.0,4.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
22,0,88.0,2,94.65,1,0,0,94.65,0,0,0,0,0.0,1,0.0,4.0,1,0.0,0,1,1.0,0,0.0,1,1.0,1
4,0,12.0,2,80.6,1,1,0,80.6,0,0,0,1,0.0,1,0.0,3.0,0,1.0,0,0,0.0,0,1.0,0,0.0,1
62,1,124.0,1,0.0,0,0,1,39.0,0,0,0,1,0.0,1,0.0,2.0,0,1.0,0,0,1.0,0,0.0,0,0.0,0
5,0,5.0,0,0.0,0,1,0,20.5,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
59,0,177.0,2,85.55,1,0,1,85.55,1,0,1,1,0.0,0,0.0,3.0,0,0.0,0,0,0.0,0,0.0,1,1.0,1
3,1,6.0,0,0.0,0,1,0,26.4,0,1,0,0,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
72,1,432.0,2,98.2,1,0,1,98.2,0,0,0,1,1.0,1,0.0,6.0,0,1.0,0,0,1.0,0,1.0,1,0.0,0
57,0,285.0,2,97.55,1,0,1,97.55,0,0,1,1,0.0,1,1.0,5.0,1,0.0,1,1,1.0,0,1.0,0,1.0,0
66,1,66.0,0,0.0,0,0,1,19.95,0,1,0,0,0.0,0,0.0,1.0,1,0.0,1,1,0.0,0,0.0,0,0.0,0
60,0,180.0,1,0.0,0,0,1,50.8,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
45,1,225.0,2,99.7,1,0,1,99.7,0,0,0,0,0.0,0,0.0,5.0,0,0.0,1,0,1.0,0,1.0,1,1.0,0
3,0,3.0,1,0.0,0,1,0,34.8,0,0,0,0,0.0,1,0.0,1.0,1,0.0,0,1,1.0,0,0.0,0,0.0,0
15,0,90.0,2,105.1,1,0,0,105.1,1,0,0,0,1.0,0,0.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,1
51,0,255.0,1,0.0,0,0,1,60.15,0,0,1,0,1.0,0,0.0,5.0,0,1.0,1,0,1.0,0,1.0,0,1.0,0
60,0,300.0,1,0.0,0,0,1,64.75,1,0,1,0,1.0,0,0.0,5.0,0,1.0,0,0,0.0,0,1.0,1,0.0,0
33,0,99.0,1,0.0,0,0,1,54.65,0,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
10,0,70.0,2,110.1,1,0,0,110.1,1,0,0,0,1.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,0,1.0,1
26,0,26.0,0,0.0,0,0,1,19.3,0,1,1,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,1,0.0,0,0.0,0
6,0,18.0,2,83.9,1,0,0,83.9,1,0,0,0,0.0,0,0.0,3.0,0,0.0,0,0,0.0,0,1.0,0,1.0,1
67,0,469.0,2,111.25,1,0,1,111.25,1,0,1,1,1.0,1,0.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
49,0,98.0,1,0.0,0,0,1,35.8,0,0,1,1,1.0,1,0.0,2.0,1,1.0,1,1,0.0,0,0.0,0,0.0,0
1,0,1.0,0,0.0,0,1,0,20.05,0,1,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
7,0,21.0,2,84.35,1,0,0,84.35,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,1.0,1,1.0,0,0.0,0
27,0,189.0,2,110.5,1,0,1,110.5,0,0,1,0,1.0,1,1.0,7.0,0,0.0,0,0,1.0,1,1.0,1,1.0,0
37,0,111.0,2,91.2,1,0,1,91.2,0,0,1,1,0.0,0,0.0,3.0,1,0.0,1,1,1.0,0,0.0,0,1.0,0
63,0,378.0,2,100.55,1,0,1,100.55,1,0,0,1,1.0,1,1.0,6.0,0,0.0,1,0,1.0,0,1.0,1,0.0,1
31,0,155.0,2,89.3,1,0,1,89.3,1,0,0,1,1.0,0,0.0,5.0,0,1.0,1,0,0.0,0,1.0,1,0.0,0
50,0,300.0,2,103.85,1,0,1,103.85,0,0,0,1,0.0,1,1.0,6.0,0,0.0,1,0,1.0,0,1.0,1,1.0,1
32,0,96.0,2,81.1,1,0,1,81.1,0,0,0,0,0.0,1,0.0,3.0,1,0.0,0,1,0.0,1,1.0,1,0.0,0
1,0,0.0,1,0.0,0,1,0,24.6,1,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
63,0,189.0,2,81.2,1,0,1,81.2,0,0,1,1,0.0,1,0.0,3.0,1,1.0,0,1,0.0,0,0.0,1,0.0,0
30,0,150.0,2,94.3,1,0,1,94.3,0,0,0,0,1.0,1,1.0,5.0,1,0.0,0,1,0.0,0,0.0,1,1.0,0
71,1,568.0,2,116.1,1,0,1,116.1,0,0,0,1,1.0,1,1.0,8.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
53,1,318.0,2,105.55,1,0,1,105.55,1,0,0,0,0.0,0,1.0,6.0,0,0.0,0,0,1.0,0,1.0,1,1.0,0
12,0,60.0,2,98.9,1,0,0,98.9,0,0,0,0,1.0,1,0.0,5.0,0,1.0,0,0,1.0,0,0.0,0,1.0,1
50,0,250.0,2,94.4,1,0,1,94.4,0,0,0,1,1.0,1,1.0,5.0,1,0.0,0,1,0.0,0,0.0,1,1.0,0
2,0,2.0,0,0.0,0,1,0,19.5,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
9,0,45.0,2,98.3,1,0,0,98.3,0,0,0,0,0.0,0,0.0,5.0,1,0.0,0,1,1.0,0,1.0,1,1.0,1
17,0,68.0,2,93.85,1,0,0,93.85,1,0,0,0,1.0,0,0.0,4.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
56,0,336.0,2,105.6,1,0,1,105.6,0,0,1,1,1.0,1,1.0,6.0,1,0.0,0,1,1.0,0,1.0,0,1.0,0
67,1,402.0,1,0.0,0,0,1,81.35,0,0,0,1,1.0,0,1.0,6.0,1,0.0,1,1,1.0,0,1.0,0,1.0,0
9,0,45.0,2,100.5,1,0,0,100.5,1,0,0,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
4,0,8.0,1,0.0,0,1,0,56.4,1,0,0,0,0.0,1,0.0,2.0,0,0.0,0,0,1.0,0,0.0,0,0.0,0
19,0,76.0,1,0.0,0,0,0,65.35,0,0,1,0,0.0,1,1.0,4.0,0,1.0,0,0,0.0,0,0.0,0,1.0,0
8,0,8.0,0,0.0,0,0,0,19.95,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
71,1,497.0,2,111.25,1,0,1,111.25,1,0,0,0,0.0,1,1.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,0
10,0,20.0,2,72.85,1,0,0,72.85,1,0,0,0,0.0,1,1.0,2.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
15,0,60.0,2,89.0,1,0,0,89.0,0,0,0,0,0.0,0,1.0,4.0,1,0.0,0,1,1.0,1,0.0,1,0.0,0
72,0,432.0,2,106.1,1,0,1,106.1,0,0,1,1,1.0,1,0.0,6.0,0,0.0,1,0,1.0,0,1.0,1,1.0,0
12,0,12.0,0,0.0,0,0,0,20.05,0,1,1,0,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
72,1,144.0,0,0.0,0,0,1,25.2,0,1,0,1,0.0,1,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
1,0,2.0,2,73.55,1,1,0,73.55,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
23,0,46.0,2,75.4,1,0,0,75.4,0,0,0,0,1.0,1,0.0,2.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
72,1,432.0,1,0.0,0,0,1,65.55,0,0,0,0,1.0,1,1.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
26,0,78.0,2,80.7,1,0,1,80.7,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,0.0,0,1.0,1,0.0,0
21,0,126.0,2,104.55,1,0,0,104.55,0,0,1,0,0.0,1,1.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
60,0,120.0,0,0.0,0,0,1,24.15,0,1,1,1,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
12,0,12.0,0,0.0,0,0,0,20.45,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
16,0,32.0,2,75.4,1,0,0,75.4,1,0,0,1,0.0,1,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
63,0,378.0,1,0.0,0,0,1,79.7,0,0,1,1,1.0,1,1.0,6.0,1,0.0,0,1,1.0,0,0.0,1,1.0,0
22,0,66.0,2,81.7,1,0,0,81.7,1,0,0,0,1.0,0,1.0,3.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
32,0,192.0,1,0.0,0,0,1,76.3,0,0,0,1,1.0,0,1.0,6.0,0,1.0,1,0,0.0,0,1.0,0,1.0,0
3,0,9.0,2,79.4,1,1,0,79.4,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,1,0.0,1,0.0,1
13,0,39.0,2,81.15,1,0,0,81.15,1,0,0,0,0.0,1,1.0,3.0,0,0.0,0,0,0.0,0,1.0,0,0.0,1
68,1,408.0,2,103.75,1,0,1,103.75,0,0,0,1,0.0,1,1.0,6.0,1,1.0,1,1,1.0,0,0.0,1,1.0,0
30,0,90.0,2,86.45,1,0,1,86.45,1,0,1,1,0.0,0,0.0,3.0,0,0.0,1,0,0.0,0,1.0,0,1.0,0
16,0,32.0,2,75.1,1,0,0,75.1,0,0,0,0,0.0,0,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
33,1,99.0,2,80.6,1,0,1,80.6,0,0,0,0,0.0,0,1.0,3.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
72,1,72.0,0,0.0,0,0,1,19.3,0,1,0,1,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,0
4,0,12.0,2,84.6,1,1,0,84.6,1,0,0,0,0.0,1,0.0,3.0,0,0.0,0,0,0.0,1,0.0,1,1.0,1
12,0,24.0,1,0.0,0,0,0,33.6,0,0,1,0,1.0,1,0.0,2.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
4,0,12.0,2,83.25,1,1,0,83.25,1,0,0,1,0.0,1,0.0,3.0,0,0.0,0,0,1.0,1,0.0,1,0.0,0
0,1,0.0,1,0.0,0,1,0,80.85,0,0,0,1,1.0,0,1.0,6.0,0,0.0,1,0,1.0,0,1.0,0,1.0,0
6,0,18.0,2,79.05,1,0,0,79.05,1,0,0,0,1.0,1,0.0,3.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
65,0,455.0,2,108.05,1,0,1,108.05,0,0,1,1,0.0,1,1.0,7.0,1,1.0,0,1,1.0,0,1.0,1,1.0,0
15,0,15.0,0,0.0,0,0,0,19.9,0,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
24,0,24.0,0,0.0,0,0,0,21.05,0,1,1,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
13,0,13.0,1,0.0,0,0,0,30.15,1,0,0,0,0.0,0,1.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
24,0,48.0,2,79.85,1,0,0,79.85,0,0,0,0,0.0,1,0.0,2.0,1,0.0,0,1,0.0,0,0.0,0,1.0,0
72,1,432.0,1,0.0,0,0,1,65.5,0,0,0,1,1.0,0,1.0,6.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0
54,0,324.0,2,104.1,1,0,1,104.1,0,0,0,1,1.0,1,1.0,6.0,0,0.0,1,0,1.0,0,0.0,1,1.0,0
3,0,6.0,2,74.4,1,1,0,74.4,0,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,1
4,0,4.0,0,0.0,0,1,0,20.5,0,1,0,1,0.0,1,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
32,0,128.0,2,91.35,1,0,1,91.35,0,0,0,1,0.0,1,0.0,4.0,0,0.0,1,0,1.0,1,1.0,1,0.0,0
35,0,175.0,2,99.05,1,0,1,99.05,1,0,0,0,0.0,1,0.0,5.0,0,0.0,0,0,1.0,1,1.0,1,1.0,1
35,1,35.0,0,0.0,0,0,1,20.5,0,1,0,1,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
2,0,2.0,1,0.0,0,1,0,44.95,0,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
8,0,16.0,2,75.6,1,0,0,75.6,1,0,0,0,0.0,0,1.0,2.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
22,0,66.0,1,0.0,0,0,0,55.1,0,0,0,0,1.0,0,0.0,3.0,0,1.0,0,0,0.0,0,0.0,0,0.0,0
15,0,60.0,1,0.0,0,0,0,58.95,1,0,0,0,1.0,0,0.0,4.0,0,1.0,0,0,0.0,0,1.0,0,0.0,0
22,0,88.0,2,95.1,1,0,0,95.1,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,1.0,0
1,0,1.0,1,0.0,0,1,0,44.7,0,0,0,1,0.0,0,0.0,1.0,1,0.0,0,1,0.0,0,0.0,0,0.0,1
71,1,142.0,0,0.0,0,0,1,25.45,0,1,0,1,0.0,0,0.0,2.0,0,0.0,1,0,0.0,0,0.0,1,0.0,0
4,0,12.0,1,0.0,0,1,0,56.75,1,0,0,0,1.0,0,0.0,3.0,0,0.0,0,0,0.0,0,1.0,0,0.0,0
25,0,175.0,1,0.0,0,0,1,81.75,0,0,0,0,1.0,0,1.0,7.0,0,1.0,0,0,0.0,0,1.0,1,1.0,0
32,0,96.0,2,86.1,1,0,1,86.1,1,0,0,1,0.0,1,1.0,3.0,0,0.0,1,0,1.0,0,0.0,0,0.0,0
7,0,7.0,1,0.0,0,0,0,29.8,0,0,0,1,1.0,0,0.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,0
17,0,17.0,0,0.0,0,0,0,20.5,0,1,1,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0
8,0,24.0,1,0.0,0,0,0,60.9,0,0,0,1,1.0,0,0.0,3.0,0,0.0,0,0,1.0,1,0.0,0,0.0,0
56,1,336.0,1,0.0,0,0,1,73.25,0,0,0,0,1.0,0,0.0,6.0,0,1.0,0,0,0.0,1,1.0,1,1.0,0
1,0,1.0,1,0.0,0,1,0,45.7,0,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
8,0,40.0,2,100.3,1,0,0,100.3,0,0,0,0,1.0,0,0.0,5.0,1,1.0,0,1,1.0,1,0.0,0,1.0,1
7,0,7.0,0,0.0,0,0,0,19.25,1,1,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
3,0,3.0,0,0.0,0,1,0,20.85,0,1,0,0,0.0,0,0.0,1.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0
71,1,426.0,1,0.0,0,0,1,77.35,0,0,0,0,1.0,0,1.0,6.0,1,1.0,0,1,1.0,0,1.0,0,0.0,0
2,0,8.0,2,96.0,1,1,0,96.0,1,0,0,0,0.0,1,0.0,4.0,0,0.0,0,0,1.0,0,0.0,1,1.0,1
1,0,3.0,2,90.55,1,1,0,90.55,1,0,0,0,0.0,0,0.0,3.0,0,0.0,0,0,1.0,0,0.0,0,1.0,1
49,0,245.0,2,93.85,1,0,1,93.85,0,0,0,1,1.0,1,1.0,5.0,0,0.0,0,0,1.0,0,0.0,1,0.0,0
58,1,290.0,1,0.0,0,0,1,70.1,0,0,0,0,0.0,0,1.0,5.0,0,1.0,0,0,1.0,0,1.0,0,0.0,0
44,0,44.0,1,0.0,0,0,1,30.35,1,0,0,1,0.0,1,1.0,1.0,0,0.0,0,0,0.0,1,0.0,0,0.0,1
59,1,295.0,1,0.0,0,0,1,75.95,0,0,0,1,0.0,1,1.0,5.0,1,1.0,1,1,1.0,0,0.0,0,1.0,0
71,1,497.0,2,108.05,1,0,1,108.05,1,0,0,0,1.0,1,0.0,7.0,0,1.0,0,0,1.0,0,1.0,1,1.0,1
1,0,1.0,2,69.9,1,1,0,69.9,1,0,0,0,0.0,1,0.0,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,1
11,0,22.0,2,75.25,1,0,0,75.25,1,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0,0.0,0,0.0,1,0.0,0
